,Episode,Training_Accuracy,Validation_Accuracy
994,,0.06666666666666667,0.0
995,,0.32142857142857145,0.2
996,,0.0,0.0
997,,0.0,0.0
998,,0.15,0.0
999,,0.0,0.0
1000,,0.0,0.0
1001,,0.0,0.0
1002,,0.0,0.0
1003,,0.0,0.0
1004,,0.0,0.0
1005,,0.0,0.0
1006,,0.0,0.0
1007,,0.09090909090909091,0.2
1008,,0.0,0.0
1009,,0.0,0.3333333333333333
1010,,0.0,0.0
1011,,0.0,0.19047619047619047
1012,,0.0,0.0
1013,,0.13043478260869565,0.45714285714285713
1014,,0.0,0.0
1015,,0.9666666666666667,0.0
1016,,0.0,0.0
1017,,0.0,0.0
1018,,0.4444444444444444,0.0
1019,,0.9,0.0
1020,,0.0,0.8421052631578947
1021,,0.0,0.0
1022,,0.32142857142857145,0.0
1023,,0.0,0.0
1024,,0.0,0.4166666666666667
1025,,0.07142857142857142,0.0
1026,,0.23529411764705882,0.027777777777777776
1027,,0.35714285714285715,0.0
1028,,0.0625,0.0
1029,,0.6111111111111112,0.0
1030,,0.25,0.0
1031,,0.0,0.0
1032,,0.0,0.0
1033,,0.5789473684210527,0.0
1034,,0.0,0.17391304347826086
1035,,0.0,0.0
1036,,0.0,0.0
1037,,0.0,0.0
1038,,0.0,0.0
1039,,0.2553191489361702,0.0
1040,,0.0,0.0
1041,,0.0,0.4583333333333333
1042,,0.391304347826087,0.0
1043,,0.0,0.0
1044,,0.8813559322033898,0.0
1045,,0.59375,0.18181818181818182
1046,,0.0,0.0
1047,,0.9107142857142857,0.6842105263157895
1048,,0.0,0.0
1049,,0.36363636363636365,0.0
1050,,0.0,0.0
1051,,0.0,0.0
1052,,0.22727272727272727,0.0
1053,,0.813953488372093,0.3793103448275862
1054,,0.0,0.09523809523809523
1055,,0.6,0.0
1056,,0.6704545454545454,0.0
1057,,0.0,0.0
1058,,0.0,0.0
1059,,0.0,0.0
1060,,0.0,0.7619047619047619
1061,,0.0,0.0
1062,,0.0,0.0
1063,,0.5,0.0
1064,,0.0,0.0
1065,,0.0,0.0
1066,,0.0,0.8484848484848485
1067,,0.0,0.0
1068,,0.0,0.46808510638297873
1069,,0.0,0.0
1070,,0.0,0.0
1071,,0.0,0.17391304347826086
1072,,0.23529411764705882,0.0
1073,,0.0,0.05
1074,,0.09090909090909091,0.0
1075,,1.0,0.0
1076,,0.0,0.22580645161290322
1077,,0.0,0.0
1078,,0.15384615384615385,0.0
1079,,0.17647058823529413,0.36
1080,,0.0,0.0
1081,,0.0,0.0
1082,,0.696969696969697,0.0
1083,,0.6842105263157895,0.0
1084,,0.0,0.0
1085,,0.0,0.5454545454545454
1086,,0.0,0.0
1087,,0.0,0.0
1088,,0.0,0.0
1089,,0.0,0.0
1090,,0.0,0.0
1091,,0.23809523809523808,0.0
1092,,0.0,0.0
1093,,0.0,0.0
1094,,0.0,0.0
1095,,0.23076923076923078,0.0
1096,,0.0,0.7142857142857143
1097,,0.0,0.0
1098,,0.42857142857142855,0.0
1099,,0.0,0.0
1100,,0.0,0.0
1101,,0.2857142857142857,0.0
1102,,0.0,0.0
1103,,0.0,0.0
1104,,0.0,0.0
1105,,0.0,0.39473684210526316
1106,,0.0,0.8333333333333334
1107,,0.0,0.0
1108,,0.16666666666666666,0.0
1109,,0.5151515151515151,0.0
1110,,0.0,0.0
1111,,0.7450980392156863,0.0
1112,,0.0,0.0
1113,,0.0,0.0
1114,,0.0,0.0
1115,,0.06060606060606061,0.5
1116,,0.0,0.0
1117,,0.3125,0.0
1118,,0.0,0.07407407407407407
1119,,0.0,0.1111111111111111
1120,,0.0,0.21428571428571427
1121,,0.0,0.0
1122,,0.0,0.0
1123,,0.5714285714285714,0.0
1124,,0.0,0.0
1125,,0.0,0.0
1126,,0.0,0.0
1127,,0.2,0.0
1128,,0.0,0.0
1129,,0.0,0.0
1130,,0.0,0.05454545454545454
1131,,0.0,0.0
1132,,0.0,0.0
1133,,0.0,0.0
1134,,0.2916666666666667,0.64
1135,,0.0,0.041666666666666664
1136,,0.0,0.0
